,home_team,away_team,date,league,season,home_score,away_score,home_xg,away_xg,datetime,home_standings,away_standings,home_points,away_points,home_points_last_4_matches,away_points_last_4_matches,home_points_last_2_home_matches,away_points_last_2_away_matches,home_goals_last_4_matches,away_goals_last_4_matches,home_goals_last_2_home_matches,away_goals_last_2_away_matches,home_goals_against_last_4_matches,away_goals_against_last_4_matches,home_goals_against_last_2_home_matches,away_goals_against_last_2_away_matches,home_mean_xg_last_4_matches,away_mean_xg_last_4_matches,home_mean_xg_last_2_home_matches,away_mean_xg_last_2_away_matches,home_mean_xg_against_last_4_matches,away_mean_xg_against_last_4_matches,home_mean_xg_against_last_2_home_matches,away_mean_xg_against_last_2_away_matches
3756,Middlesbrough,Everton,February 11 2017,EPL,2016/2017,0,0,0.65,0.83,2017-02-11,15,7,21,40,2.0,10.0,1.0,4.0,2.0,12.0,2.0,2.0,5.0,4.0,4.0,1.0,0.7424999999999999,1.2875,1.0699999999999998,0.9099999999999999,1.7125,1.23,1.955,1.1
10596,Monaco,Metz,February 11 2017,Ligue 1,2016/2017,5,0,2.38,0.33,2017-02-11,1,11,55,29,10.0,9.0,6.0,1.0,10.0,6.0,7.0,1.0,2.0,3.0,0.0,2.0,1.5975,0.915,2.19,0.575,1.0075,1.3450000000000002,0.745,1.7550000000000001
10592,Nancy,Montpellier,February 11 2017,Ligue 1,2016/2017,0,3,0.92,1.68,2017-02-11,13,16,27,26,6.0,3.0,3.0,0.0,3.0,4.0,1.0,1.0,6.0,10.0,2.0,7.0,0.955,1.1875,1.54,0.9750000000000001,1.5075,1.79,0.9750000000000001,2.41
7142,Osasuna,Real Madrid,February 11 2017,La liga,2016/2017,1,3,0.89,2.36,2017-02-11,20,2,10,46,2.0,9.0,1.0,1.0,7.0,11.0,4.0,2.0,9.0,3.0,5.0,3.0,0.8925000000000001,2.3274999999999997,0.71,1.7149999999999999,1.425,0.38,1.52,1.095
786,RasenBallsport Leipzig,Hamburger SV,February 11 2017,Bundesliga,2016/2017,0,3,1.4,1.48,2017-02-11,2,16,42,16,6.0,6.0,6.0,0.0,5.0,4.0,5.0,1.0,5.0,5.0,1.0,4.0,1.1875,1.185,2.27,0.5800000000000001,2.3625,0.815,0.7050000000000001,1.2799999999999998
7145,Real Betis,Valencia,February 11 2017,La liga,2016/2017,0,0,1.52,0.29,2017-02-11,13,16,23,19,5.0,6.0,2.0,3.0,3.0,5.0,1.0,3.0,2.0,8.0,1.0,3.0,1.1,1.2950000000000002,1.275,1.225,0.7725,1.06,0.9299999999999999,1.035
789,Schalke 04,Hertha Berlin,February 11 2017,Bundesliga,2016/2017,2,0,1.21,0.58,2017-02-11,13,6,22,33,4.0,6.0,3.0,0.0,3.0,5.0,1.0,2.0,4.0,5.0,1.0,5.0,1.0025000000000002,1.145,1.32,0.86,1.1575,1.1075,0.47,1.415
3757,Stoke,Crystal Palace,February 11 2017,EPL,2016/2017,1,0,0.72,0.2,2017-02-11,11,19,29,19,5.0,3.0,2.0,3.0,5.0,2.0,2.0,2.0,4.0,8.0,2.0,3.0,1.1075,1.3975,1.045,1.335,1.4,0.9575,1.305,1.02
3758,Sunderland,Southampton,February 11 2017,EPL,2016/2017,0,4,0.2,1.73,2017-02-11,20,13,19,27,4.0,3.0,1.0,0.0,5.0,5.0,1.0,1.0,5.0,6.0,3.0,3.0,0.6625,1.3575000000000002,0.6849999999999999,0.935,1.4250000000000003,0.77,0.9550000000000001,0.61
10595,Toulouse,SC Bastia,February 11 2017,Ligue 1,2016/2017,4,1,2.61,1.28,2017-02-11,10,19,30,22,4.0,2.0,3.0,0.0,5.0,3.0,4.0,1.0,5.0,5.0,3.0,3.0,1.185,0.9825,1.635,0.865,1.5825,1.8125,1.7950000000000002,1.83
788,Werder Bremen,Borussia M.Gladbach,February 11 2017,Bundesliga,2016/2017,0,1,1.06,1.32,2017-02-11,16,13,16,23,1.0,7.0,0.0,4.0,5.0,7.0,2.0,3.0,8.0,4.0,4.0,2.0,1.0750000000000002,1.6424999999999998,0.71,1.585,1.6575,1.2874999999999999,1.76,1.17
3759,West Ham,West Bromwich Albion,February 11 2017,EPL,2016/2017,2,2,1.18,0.77,2017-02-11,10,8,31,36,9.0,7.0,3.0,1.0,9.0,4.0,3.0,1.0,6.0,5.0,4.0,5.0,1.4475,1.15,1.105,0.71,1.435,1.345,1.86,1.915
7149,Atletico Madrid,Celta Vigo,February 12 2017,La liga,2016/2017,3,2,2.48,1.47,2017-02-12,5,10,39,30,8.0,9.0,6.0,3.0,5.0,6.0,3.0,2.0,2.0,2.0,0.0,1.0,0.9125,1.1825,1.375,0.745,0.7725000000000001,0.8275,0.58,1.02
3761,Burnley,Chelsea,February 12 2017,EPL,2016/2017,1,1,0.91,0.8,2017-02-12,13,1,29,59,6.0,10.0,6.0,4.0,4.0,9.0,2.0,4.0,4.0,2.0,0.0,1.0,1.2675,1.3075,1.145,0.905,1.315,0.66,0.87,0.69
13910,Cagliari,Juventus,February 12 2017,Serie A,2016/2017,0,2,0.45,1.68,2017-02-12,15,1,27,57,4.0,12.0,4.0,6.0,5.0,7.0,5.0,4.0,5.0,0.0,2.0,0.0,1.045,1.5575,1.8350000000000002,1.69,1.5075,0.43,1.08,0.37
13904,Crotone,Roma,February 12 2017,Serie A,2016/2017,0,2,0.45,2.35,2017-02-12,19,3,13,50,4.0,9.0,3.0,3.0,6.0,8.0,4.0,3.0,6.0,3.0,3.0,3.0,1.1325,2.35,1.3,1.855,1.3275000000000001,1.0125000000000002,1.0250000000000001,1.525
791,Freiburg,FC Cologne,February 12 2017,Bundesliga,2016/2017,2,1,0.93,1.74,2017-02-12,10,7,26,32,6.0,8.0,3.0,4.0,5.0,8.0,3.0,6.0,7.0,2.0,3.0,1.0,0.855,1.3975,0.6599999999999999,1.84,1.0675000000000001,1.03,0.565,1.025
13907,Inter,Empoli,February 12 2017,Serie A,2016/2017,2,0,3.09,0.44,2017-02-12,5,17,42,22,9.0,5.0,6.0,1.0,7.0,3.0,6.0,1.0,2.0,5.0,1.0,4.0,2.1725,0.9525,3.045,0.77,0.5625,1.6224999999999998,0.44000000000000006,1.81
7147,Las Palmas,Sevilla,February 12 2017,La liga,2016/2017,0,1,0.84,1.42,2017-02-12,11,3,28,43,4.0,7.0,4.0,3.0,4.0,7.0,4.0,5.0,8.0,7.0,2.0,6.0,0.645,1.105,0.685,1.15,1.4525000000000001,1.45,0.655,1.365
7146,Leganes,Sporting Gijon,February 12 2017,La liga,2016/2017,0,2,0.42,0.17,2017-02-12,17,18,18,13,2.0,1.0,1.0,1.0,2.0,5.0,0.0,1.0,6.0,9.0,2.0,2.0,0.865,0.8175,1.1400000000000001,0.86,1.0075,2.255,0.575,1.6199999999999999
10600,Nantes,Marseille,February 12 2017,Ligue 1,2016/2017,3,2,2.35,1.07,2017-02-12,17,6,26,36,4.0,6.0,0.0,0.0,2.0,8.0,0.0,1.0,5.0,5.0,4.0,4.0,1.21,1.6675,0.8200000000000001,0.665,0.865,1.025,1.2,1.255
13908,Palermo,Atalanta,February 12 2017,Serie A,2016/2017,1,3,0.74,2.6,2017-02-12,18,6,14,42,4.0,7.0,3.0,1.0,3.0,5.0,1.0,2.0,6.0,3.0,1.0,3.0,0.6325000000000001,1.225,0.53,0.7,1.3775,0.995,1.11,1.375
10599,Rennes,Nice,February 12 2017,Ligue 1,2016/2017,2,2,1.52,0.89,2017-02-12,10,3,32,52,4.0,7.0,1.0,1.0,3.0,5.0,1.0,1.0,3.0,5.0,2.0,4.0,0.77,1.48,0.495,1.395,1.22,1.0750000000000002,0.955,1.5
10598,Saint-Etienne,Lorient,February 12 2017,Ligue 1,2016/2017,4,0,2.3,0.18,2017-02-12,5,20,36,22,9.0,4.0,6.0,3.0,7.0,4.0,4.0,1.0,2.0,8.0,1.0,4.0,1.6025,1.2825,1.42,1.0250000000000001,1.17,1.4224999999999999,1.255,1.515
13909,Sampdoria,Bologna,February 12 2017,Serie A,2016/2017,3,1,2.65,1.05,2017-02-12,11,14,30,27,7.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,9.0,2.0,1.0,1.3175,1.41,1.47,1.045,1.56,1.38,1.3250000000000002,0.9550000000000001
13906,Sassuolo,Chievo,February 12 2017,Serie A,2016/2017,1,3,2.01,2.84,2017-02-12,11,13,30,29,9.0,4.0,3.0,3.0,8.0,2.0,4.0,2.0,4.0,6.0,3.0,3.0,1.06,0.6825,1.05,0.49,1.425,1.795,1.435,2.525
3762,Swansea,Leicester,February 12 2017,EPL,2016/2017,2,0,0.69,0.67,2017-02-12,17,16,21,21,6.0,0.0,3.0,0.0,6.0,0.0,2.0,0.0,9.0,10.0,5.0,4.0,0.74,0.5975,0.625,0.86,1.8375,1.7650000000000001,1.615,2.165
13905,Torino,Pescara,February 12 2017,Serie A,2016/2017,5,3,2.49,0.86,2017-02-12,10,20,32,6,3.0,0.0,2.0,0.0,4.0,4.0,3.0,1.0,6.0,14.0,3.0,6.0,1.4875,1.215,1.71,0.895,1.8775,2.23,2.21,3.2800000000000002
7148,Villarreal,Malaga,February 12 2017,La liga,2016/2017,1,1,1.13,0.44,2017-02-12,6,14,35,22,5.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,3.0,1.2,1.1025,1.83,1.135,0.995,0.9625,0.895,1.4
790,Wolfsburg,Hoffenheim,February 12 2017,Bundesliga,2016/2017,2,1,2.33,0.87,2017-02-12,14,5,19,34,6.0,7.0,3.0,3.0,4.0,8.0,2.0,3.0,4.0,3.0,2.0,2.0,1.385,1.655,1.33,1.3399999999999999,1.3575,0.845,1.3499999999999999,0.965
3763,Bournemouth,Manchester City,February 13 2017,EPL,2016/2017,0,2,0.15,2.95,2017-02-13,14,5,26,49,1.0,7.0,1.0,3.0,6.0,8.0,2.0,4.0,13.0,7.0,4.0,4.0,1.2625,2.16,0.735,1.615,1.6625,0.5725,1.35,0.53
7150,Eibar,Granada,February 13 2017,La liga,2016/2017,4,0,4.09,0.67,2017-02-13,8,19,32,13,9.0,4.0,3.0,0.0,10.0,3.0,3.0,1.0,7.0,6.0,5.0,5.0,1.4775,0.7025,1.0899999999999999,0.30000000000000004,1.1975,1.31,1.7349999999999999,1.6400000000000001
13911,Lazio,AC Milan,February 13 2017,Serie A,2016/2017,1,1,2.49,0.3,2017-02-13,6,8,43,40,6.0,3.0,3.0,3.0,8.0,3.0,2.0,2.0,6.0,5.0,2.0,2.0,2.04,1.42,2.05,1.4300000000000002,1.1525,1.5675,0.505,1.74
792,Augsburg,Bayer Leverkusen,February 17 2017,Bundesliga,2016/2017,1,3,1.45,3.28,2017-02-17,13,9,24,27,6.0,6.0,3.0,1.0,5.0,8.0,3.0,1.0,7.0,5.0,4.0,2.0,1.1275000000000002,1.6375,1.0250000000000001,0.855,1.845,1.205,2.11,0.91
7151,Granada,Real Betis,February 17 2017,La liga,2016/2017,4,1,1.56,0.25,2017-02-17,19,13,13,24,3.0,3.0,4.0,0.0,2.0,1.0,2.0,0.0,9.0,2.0,1.0,2.0,0.45500000000000007,1.125,1.105,0.475,2.0425,0.7575,0.98,0.865
13912,Juventus,Palermo,February 17 2017,Serie A,2016/2017,4,1,1.65,0.56,2017-02-17,1,18,60,14,12.0,4.0,6.0,1.0,7.0,3.0,3.0,2.0,0.0,5.0,0.0,5.0,1.535,0.485,1.425,0.7350000000000001,0.48750000000000004,1.6575,0.49,1.645
10601,SC Bastia,Monaco,February 17 2017,Ligue 1,2016/2017,1,1,0.64,1.24,2017-02-17,19,1,22,58,2.0,10.0,2.0,4.0,4.0,11.0,2.0,3.0,8.0,2.0,2.0,2.0,1.095,1.565,1.1,1.005,1.9525,1.04,1.795,1.27
10604,Angers,Nancy,February 18 2017,Ligue 1,2016/2017,1,0,1.29,0.7,2017-02-18,15,16,27,27,7.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,6.0,9.0,1.0,4.0,1.4275000000000002,0.6725,2.095,0.37,1.1124999999999998,1.72,0.4,2.04
13913,Atalanta,Crotone,February 18 2017,Serie A,2016/2017,1,0,1.87,0.18,2017-02-18,5,19,45,13,10.0,3.0,6.0,1.0,7.0,4.0,3.0,2.0,2.0,6.0,0.0,3.0,1.7825000000000002,0.8575,1.75,0.9650000000000001,0.6775,1.2925000000000002,0.615,1.6300000000000001
797,Borussia Dortmund,Wolfsburg,February 18 2017,Bundesliga,2016/2017,3,0,2.52,0.21,2017-02-18,4,14,34,22,7.0,6.0,4.0,3.0,5.0,4.0,2.0,2.0,4.0,4.0,1.0,2.0,1.975,1.4025,2.55,1.44,0.8400000000000001,1.19,0.625,1.365
10605,Caen,Lille,February 18 2017,Ligue 1,2016/2017,0,1,0.49,0.32,2017-02-18,18,17,25,26,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,7.0,6.0,6.0,3.0,1.365,0.885,1.1600000000000001,0.98,1.25,1.9325,1.9500000000000002,2.395
7152,Deportivo La Coruna,Alaves,February 18 2017,La liga,2016/2017,0,1,1.58,1.34,2017-02-18,16,12,19,27,2.0,5.0,4.0,3.0,3.0,6.0,2.0,4.0,6.0,10.0,0.0,3.0,0.615,1.6175,0.825,1.93,0.9574999999999999,1.2075000000000002,0.28500000000000003,1.26
793,Eintracht Frankfurt,Ingolstadt,February 18 2017,Bundesliga,2016/2017,0,2,2.12,1.37,2017-02-18,4,17,35,15,6.0,3.0,6.0,0.0,3.0,3.0,5.0,0.0,6.0,5.0,0.0,2.0,1.0174999999999998,0.725,2.08,0.52,1.6175000000000002,1.3025000000000002,0.65,1.415
13914,Empoli,Lazio,February 18 2017,Serie A,2016/2017,1,2,0.27,1.63,2017-02-18,17,6,22,44,4.0,4.0,4.0,3.0,3.0,7.0,2.0,6.0,7.0,6.0,1.0,4.0,0.73,2.16,1.135,2.03,2.11,1.135,1.435,1.8
798,Hamburger SV,Freiburg,February 18 2017,Bundesliga,2016/2017,2,2,1.64,0.94,2017-02-18,15,9,19,29,6.0,6.0,6.0,3.0,5.0,5.0,3.0,2.0,4.0,7.0,1.0,4.0,0.935,0.7,1.79,1.05,1.055,1.1824999999999999,0.35,1.57
796,Hertha Berlin,Bayern Munich,February 18 2017,Bundesliga,2016/2017,1,1,0.93,1.28,2017-02-18,6,1,33,49,3.0,10.0,6.0,6.0,3.0,7.0,3.0,4.0,7.0,3.0,0.0,1.0,0.7775000000000001,1.0899999999999999,1.43,1.275,1.1400000000000001,0.7025000000000001,0.8,0.59
794,Hoffenheim,Darmstadt,February 18 2017,Bundesliga,2016/2017,2,0,1.73,0.32,2017-02-18,5,18,34,12,6.0,4.0,4.0,0.0,8.0,3.0,5.0,0.0,4.0,9.0,1.0,4.0,1.4949999999999999,1.135,1.9700000000000002,0.665,1.29,1.9224999999999999,0.7250000000000001,2.2249999999999996
10602,Lorient,Nice,February 18 2017,Ligue 1,2016/2017,0,1,1.15,0.43,2017-02-18,20,3,22,53,4.0,7.0,1.0,1.0,4.0,6.0,3.0,2.0,8.0,6.0,4.0,5.0,1.2774999999999999,1.3275,1.54,1.09,1.3699999999999999,1.1724999999999999,1.33,1.695
795,Mainz 05,Werder Bremen,February 18 2017,Bundesliga,2016/2017,0,2,0.86,0.56,2017-02-18,12,17,25,16,5.0,0.0,4.0,1.0,3.0,4.0,3.0,3.0,5.0,8.0,1.0,4.0,0.9275,1.2025,1.16,1.44,1.11,1.6099999999999999,0.7999999999999999,1.5550000000000002
10603,Marseille,Rennes,February 18 2017,Ligue 1,2016/2017,2,0,0.75,0.23,2017-02-18,6,10,36,33,6.0,4.0,6.0,2.0,9.0,4.0,7.0,1.0,5.0,4.0,1.0,1.0,1.705,1.0925,2.67,1.12,1.1175,1.1275,0.7949999999999999,1.2349999999999999
10606,Metz,Nantes,February 18 2017,Ligue 1,2016/2017,1,1,1.35,0.47,2017-02-18,15,14,29,29,6.0,4.0,6.0,4.0,4.0,4.0,3.0,2.0,8.0,7.0,1.0,1.0,0.685,1.2850000000000001,1.12,0.9349999999999999,1.665,1.02,0.655,0.745
7154,Real Madrid,Espanyol,February 18 2017,La liga,2016/2017,2,0,1.27,0.07,2017-02-18,1,9,49,32,9.0,9.0,6.0,3.0,9.0,8.0,5.0,2.0,4.0,4.0,1.0,2.0,1.8725,0.8400000000000001,1.53,0.52,0.4975,0.96,0.325,1.665
7153,Sevilla,Eibar,February 18 2017,La liga,2016/2017,2,0,1.82,0.32,2017-02-18,3,7,46,35,7.0,9.0,4.0,6.0,6.0,11.0,2.0,7.0,6.0,5.0,1.0,2.0,1.3475,1.88,1.06,1.865,1.1425,1.2525,1.535,0.66
7155,Sporting Gijon,Atletico Madrid,February 18 2017,La liga,2016/2017,1,4,1.63,2.5,2017-02-18,18,4,16,42,4.0,8.0,0.0,2.0,5.0,7.0,4.0,2.0,6.0,4.0,7.0,2.0,0.7474999999999999,1.3125,0.775,0.44999999999999996,1.7399999999999998,1.0325,2.8899999999999997,0.9650000000000001
13921,AC Milan,Fiorentina,February 19 2017,Serie A,2016/2017,2,1,0.62,1.53,2017-02-19,7,8,41,40,4.0,7.0,0.0,3.0,3.0,8.0,1.0,2.0,4.0,8.0,3.0,5.0,1.2525,1.2799999999999998,1.4100000000000001,0.6799999999999999,1.8025,1.875,1.395,2.005
7157,Barcelona,Leganes,February 19 2017,La liga,2016/2017,2,1,2.6,0.84,2017-02-19,3,17,48,18,10.0,1.0,6.0,1.0,14.0,2.0,8.0,2.0,1.0,8.0,0.0,4.0,2.02,0.5675,2.75,0.59,0.9225,0.97,0.57,1.44
13915,Bologna,Inter,February 19 2017,Serie A,2016/2017,0,1,0.77,2.15,2017-02-19,14,6,27,45,1.0,9.0,0.0,3.0,3.0,6.0,1.0,1.0,12.0,1.0,8.0,1.0,1.3875,2.205,1.73,1.3,1.8925,0.5875,1.995,0.685
10607,Bordeaux,Guingamp,February 19 2017,Ligue 1,2016/2017,3,0,2.51,0.85,2017-02-19,7,8,36,34,7.0,3.0,1.0,0.0,7.0,3.0,1.0,1.0,4.0,7.0,4.0,5.0,1.28,0.9974999999999999,1.09,0.815,1.0650000000000002,1.5225,1.34,1.705
799,Borussia M.Gladbach,RasenBallsport Leipzig,February 19 2017,Bundesliga,2016/2017,1,2,1.39,0.76,2017-02-19,10,2,26,42,10.0,6.0,3.0,0.0,7.0,5.0,4.0,0.0,2.0,5.0,2.0,4.0,1.5875,1.5025,1.7000000000000002,0.10500000000000001,0.9875,1.5025,1.4049999999999998,4.02
7156,Celta Vigo,Osasuna,February 19 2017,La liga,2016/2017,3,0,1.31,0.48,2017-02-19,10,20,30,10,6.0,1.0,6.0,1.0,5.0,7.0,4.0,3.0,4.0,11.0,1.0,4.0,1.095,0.825,1.62,1.075,1.27,1.6,0.635,1.33
13919,Chievo,Napoli,February 19 2017,Serie A,2016/2017,1,3,0.96,1.27,2017-02-19,11,3,32,51,7.0,10.0,1.0,6.0,4.0,12.0,0.0,9.0,4.0,3.0,3.0,2.0,1.3075,1.8699999999999999,0.875,1.895,1.5575,0.7750000000000001,1.065,1.42
800,FC Cologne,Schalke 04,February 19 2017,Bundesliga,2016/2017,1,1,0.3,1.78,2017-02-19,7,11,32,25,7.0,7.0,4.0,1.0,8.0,4.0,2.0,2.0,3.0,2.0,1.0,3.0,1.6524999999999999,1.195,0.955,0.685,0.9000000000000001,0.6825,1.035,1.845
10609,Lyon,Dijon,February 19 2017,Ligue 1,2016/2017,4,2,5.09,0.34,2017-02-19,4,16,40,27,3.0,6.0,3.0,3.0,6.0,7.0,5.0,4.0,6.0,7.0,2.0,4.0,2.05,0.9424999999999999,2.5549999999999997,1.205,1.1925,2.2725,0.98,2.1799999999999997
10608,Montpellier,Saint-Etienne,February 19 2017,Ligue 1,2016/2017,2,1,1.44,0.37,2017-02-19,14,5,29,39,6.0,9.0,3.0,3.0,7.0,9.0,3.0,3.0,8.0,1.0,3.0,1.0,1.3325,1.8425,1.4,1.7850000000000001,1.7075,0.9475,1.17,1.085
10610,Paris Saint Germain,Toulouse,February 19 2017,Ligue 1,2016/2017,0,0,1.19,0.12,2017-02-19,3,9,55,33,10.0,7.0,4.0,1.0,9.0,9.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0524999999999998,1.7574999999999998,2.1,0.735,0.53,1.3250000000000002,0.44499999999999995,1.37
13916,Pescara,Genoa,February 19 2017,Serie A,2016/2017,5,0,2.01,1.03,2017-02-19,20,16,6,25,0.0,2.0,0.0,1.0,6.0,5.0,3.0,3.0,16.0,8.0,8.0,5.0,0.915,1.5350000000000001,1.1300000000000001,1.44,2.5475000000000003,1.615,2.285,1.9949999999999999
7159,Real Sociedad,Villarreal,February 19 2017,La liga,2016/2017,0,1,0.99,1.0,2017-02-19,5,6,41,36,9.0,5.0,6.0,2.0,6.0,3.0,4.0,0.0,6.0,3.0,2.0,0.0,0.895,1.4475,1.185,0.5700000000000001,0.7525000000000001,0.9749999999999999,0.825,1.095
13920,Roma,Torino,February 19 2017,Serie A,2016/2017,4,1,1.15,0.83,2017-02-19,3,9,53,35,9.0,5.0,6.0,1.0,9.0,7.0,5.0,1.0,3.0,7.0,0.0,3.0,2.34,1.44,2.8449999999999998,1.265,0.8125,1.2449999999999999,0.5,1.545
13917,Sampdoria,Cagliari,February 19 2017,Serie A,2016/2017,1,1,1.14,0.85,2017-02-19,10,15,33,27,9.0,1.0,6.0,0.0,7.0,1.0,6.0,0.0,4.0,6.0,3.0,3.0,1.6949999999999998,0.47250000000000003,2.225,0.255,1.4900000000000002,1.6475,1.185,1.935
13918,Udinese,Sassuolo,February 19 2017,Serie A,2016/2017,1,2,1.63,2.06,2017-02-19,13,12,29,30,4.0,6.0,3.0,6.0,2.0,5.0,2.0,4.0,5.0,6.0,2.0,1.0,1.0949999999999998,1.1925,1.5699999999999998,1.07,0.8224999999999999,1.8025000000000002,1.75,1.415
7158,Valencia,Athletic Club,February 19 2017,La liga,2016/2017,2,0,1.48,1.23,2017-02-19,15,8,20,35,4.0,7.0,3.0,1.0,3.0,6.0,2.0,0.0,7.0,7.0,5.0,3.0,0.9024999999999999,1.2874999999999999,1.365,0.525,1.21,0.925,1.085,1.58
7160,Malaga,Las Palmas,February 20 2017,La liga,2016/2017,2,1,2.4,0.57,2017-02-20,14,12,23,28,2.0,4.0,0.0,0.0,3.0,4.0,0.0,0.0,5.0,4.0,3.0,6.0,1.0450000000000002,0.7525,1.07,0.605,1.0125,0.8200000000000001,0.525,2.25
10611,Caen,Nancy,February 21 2017,Ligue 1,2016/2017,1,0,1.93,0.67,2017-02-21,18,17,25,27,3.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,7.0,8.0,5.0,5.0,0.9650000000000001,0.5900000000000001,0.52,0.51,1.0625,1.7625,1.07,2.23
7161,Valencia,Real Madrid,February 22 2017,La liga,2016/2017,2,1,0.83,0.99,2017-02-22,15,1,23,52,4.0,12.0,3.0,3.0,3.0,10.0,2.0,4.0,7.0,2.0,4.0,3.0,0.905,1.6725,1.175,2.215,1.215,0.40249999999999997,1.24,0.67
7162,Las Palmas,Real Sociedad,February 24 2017,La liga,2016/2017,0,1,1.72,0.9,2017-02-24,12,5,28,41,3.0,6.0,3.0,3.0,4.0,5.0,3.0,2.0,5.0,7.0,2.0,4.0,0.7675,0.8,0.85,0.605,1.3375,0.8375000000000001,1.2,0.68
10613,Nantes,Dijon,February 24 2017,Ligue 1,2016/2017,3,1,1.72,0.39,2017-02-24,13,17,30,27,5.0,3.0,3.0,0.0,5.0,6.0,3.0,3.0,6.0,9.0,4.0,6.0,1.2200000000000002,0.65,1.6300000000000001,0.62,0.8624999999999999,2.8825,0.745,3.4
10612,Nice,Montpellier,February 24 2017,Ligue 1,2016/2017,2,1,1.12,1.26,2017-02-24,3,12,56,32,7.0,9.0,6.0,3.0,4.0,8.0,4.0,4.0,5.0,4.0,1.0,5.0,1.025,1.4800000000000002,1.565,1.265,1.2375,0.9075,0.65,2.245
801,Wolfsburg,Werder Bremen,February 24 2017,Bundesliga,2016/2017,1,2,2.12,1.05,2017-02-24,14,16,22,19,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,7.0,6.0,3.0,3.0,1.17,1.1725,1.925,1.445,1.6524999999999999,1.11,1.45,1.23
7164,Alaves,Valencia,February 25 2017,La liga,2016/2017,2,1,1.33,0.63,2017-02-25,11,14,30,26,7.0,7.0,1.0,1.0,5.0,4.0,0.0,1.0,8.0,5.0,6.0,3.0,1.7,0.8675,1.08,0.635,1.4900000000000002,1.2475,1.64,1.19
10616,Angers,SC Bastia,February 25 2017,Ligue 1,2016/2017,3,0,2.82,0.5,2017-02-25,13,19,30,23,7.0,2.0,4.0,0.0,3.0,4.0,1.0,2.0,5.0,8.0,0.0,6.0,1.0074999999999998,0.9724999999999999,1.255,1.09,1.245,1.8875,0.665,2.11
805,Bayer Leverkusen,Mainz 05,February 25 2017,Bundesliga,2016/2017,0,2,1.01,1.37,2017-02-25,8,12,30,25,6.0,4.0,3.0,0.0,8.0,3.0,5.0,0.0,5.0,7.0,3.0,7.0,1.905,1.02,2.04,0.9750000000000001,1.27,1.1475,1.265,2.095
806,Bayern Munich,Hamburger SV,February 25 2017,Bundesliga,2016/2017,8,0,3.62,0.23,2017-02-25,1,16,50,20,8.0,7.0,4.0,3.0,6.0,7.0,4.0,4.0,3.0,5.0,1.0,3.0,1.26,1.1775000000000002,3.065,0.985,0.76,1.005,0.535,1.41
3764,Chelsea,Swansea,February 25 2017,EPL,2016/2017,3,1,1.23,0.28,2017-02-25,1,15,60,24,8.0,9.0,6.0,3.0,7.0,8.0,5.0,4.0,3.0,5.0,1.0,4.0,1.3225,0.79,1.71,0.8550000000000001,0.8424999999999999,1.425,0.63,2.06
3765,Crystal Palace,Middlesbrough,February 25 2017,EPL,2016/2017,1,0,0.81,0.83,2017-02-25,19,16,19,22,3.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,6.0,5.0,5.0,1.0,1.1825,0.8225,1.46,0.41500000000000004,0.7075,1.71,0.895,1.47
802,Darmstadt,Augsburg,February 25 2017,Bundesliga,2016/2017,1,2,0.68,1.82,2017-02-25,18,13,12,24,3.0,6.0,3.0,3.0,3.0,6.0,3.0,2.0,11.0,8.0,7.0,3.0,1.0150000000000001,1.3775,1.745,1.23,2.0375,2.1925,2.01,1.58
7166,Eibar,Malaga,February 25 2017,La liga,2016/2017,3,0,1.8,0.14,2017-02-25,7,13,35,26,9.0,5.0,6.0,2.0,11.0,4.0,7.0,2.0,3.0,4.0,1.0,2.0,1.7775,1.545,2.77,1.155,1.0975000000000001,0.6575,0.8500000000000001,0.97
3766,Everton,Sunderland,February 25 2017,EPL,2016/2017,2,0,1.7,0.51,2017-02-25,7,20,41,19,8.0,4.0,6.0,3.0,8.0,4.0,10.0,4.0,4.0,6.0,3.0,2.0,1.3525,0.4275,1.6649999999999998,0.64,1.25,1.5499999999999998,1.3599999999999999,1.895
804,Freiburg,Borussia Dortmund,February 25 2017,Bundesliga,2016/2017,0,3,0.32,5.08,2017-02-25,9,3,30,37,7.0,7.0,6.0,1.0,6.0,6.0,4.0,2.0,7.0,3.0,2.0,3.0,0.76,1.8900000000000001,0.775,0.96,1.4425000000000001,0.7225,1.135,1.305
10618,Guingamp,Monaco,February 25 2017,Ligue 1,2016/2017,1,2,0.31,2.07,2017-02-25,9,1,34,59,3.0,10.0,3.0,4.0,2.0,11.0,2.0,3.0,7.0,2.0,2.0,2.0,0.9875,1.7325000000000002,1.1800000000000002,1.3399999999999999,1.74,0.8625,1.3399999999999999,0.915
